Gene	Established_log2.FC.	Established_q_value
A730098P11Rik	-0.0695282	0.993266
Tprg	-0.272824	0.894149
Trp63	-0.26679	0.870944
Il1rap	0.535003	0.0667679
Ostn	-1.25216	0.0427937
Ccdc50	0.0459495	0.978566
Gm10823	0	1
Hrasls	0.34158	0.849766
Opa1	0.0869515	0.935649
4632428C04Rik	-0.2822	1
Hes1	0.692799	0.0321107
Fam43a	0.276941	0.544696
Bdh1	0.230409	0.868051
Dlg1	-0.00903818	0.995582
Mfi2	-2.58286	1
Pigz	0.683946	1
Ncbp2	-0.0754289	0.949258
Cep19	-0.0648018	0.987882
Wdr53	-0.281812	0.782643
Rnf168	-0.22159	0.722233
Ubxn7	0.0120964	0.995109
Tm4sf19	1.22548	0.0725493
Tctex1d2	-0.242235	0.804252
Pcyt1a	0.14322	0.839917
Zdhhc19	0	1
Tfrc	0.203187	0.704314
Tnk2	0.869499	0.00139332
Fyttd1	0.13332	0.892692
Lrch3	0.261455	0.685786
Rpl35a	-0.151759	0.820328
Lmln	0.175615	0.93718
Mir1947	0	1
Osbpl11	0.21779	0.711611
Snx4	0.13631	0.849882
Zfp148	0.0449752	0.978858
Slc12a8	0.0921157	0.985426
Heg1	-0.0300189	0.988963
Muc13	-0.156	0.965026
Itgb5	0.276908	0.504053
Ccdc14	-0.301975	0.777553
Mylk	0.351937	0.307998
Ptplb	0.0248501	0.992015
Adcy5	0.465218	0.612983
Sema5b	2.73614	1
Hspbap1	0.246884	0.78801
Parp9	1.12224	0.00364343
Kpna1	0.16055	0.80796
Wdr5b	-0.850492	0.187945
Ccdc58	-0.0402983	0.985971
Gm5416	0	1
Ildr1	0.925195	1
Iqcb1	0.0882728	0.966381
Golgb1	0.218832	0.648333
Hcls1	0.890007	0.0273876
Polq	-0.311074	0.868695
Rabl3	-0.143806	0.917976
Hgd	-1.23289	1
Fstl1	0.148475	0.904566
Lrrc58	0.0827389	0.932811
Gpr156	-0.615981	0.618204
Gsk3b	0.209976	0.679561
Cox17	-0.0122025	0.995582
Popdc2	0.683309	0.654803
Cd80	0.524967	0.202276
Tmem39a	-0.0985108	0.922958
B4galt4	-0.156498	0.92303
Igsf11	0.783926	1
BC002163	-0.564818	0.827927
Drd3	0	1
2610015P09Rik	-0.29775	0.825734
Naa50	-0.0213772	0.992015
Gm608	0.113163	0.911844
Spice1	-0.481001	0.372095
BC027231	0.135439	0.9145
Cd200r1	1.62802	0.00364343
Cd200r4	2.53469	0.00364343
Cd200r2	1.81744	1
Ccdc80	-0.278331	0.589849
Atg3	0.0579298	0.979033
Btla	-0.379726	1
Slc9c1	0	1
Gcsam	0	1
Dppa4	0	1
Dppa2	1.85781	0.130896
Morc1	1.3128	0.143159
Retnlb	0.267327	1
Retnla	-0.866137	1
C330027C09Rik	-0.473789	0.131187
Myh15	-0.285381	1
Ift57	-0.366371	0.468281
Cd47	0.246849	0.669362
Cblb	-0.187828	0.739974
Rpl24	-0.133755	0.859325
Zbtb11	0.166506	0.861919
Senp7	-0.114412	0.953818
Impg2	0.28664	1
Abi3bp	-0.0183856	0.994035
Tomm70a	-0.449132	0.354276
Dcbld2	0.762512	0.00139332
Cpox	-0.151954	0.852064
Cldn25	-0.099505	0.918643
Olfr183	0	1
Olfr195	0	1
Olfr203	0	1
Gabrr3	0	1
Mina	0.0950632	0.979033
Pros1	-0.467137	0.0833157
Cggbp1	0.0687824	0.953837
Vgll3	0.644211	0.0290354
Gbe1	0.195691	0.830353
Robo1	0.26938	0.523522
Rbm11	-0.77976	1
Usp25	0.291217	0.449973
2810055G20Rik	-0.00774359	0.997917
Mir99a	0	1
Mirlet7c-1	0	1
Mir125b-2	0	1
Cxadr	1.29359	0.00139332
Chodl	-0.0958749	1
Ncam2	-0.12779	1
Mir155	1.97516	0.786102
Jam2	1.08803	0.114062
Gabpa	0.111004	0.937942
N6amt1	0.0665355	0.97521
Usp16	0.25598	0.906827
Bach1	0.128085	0.880374
Krtap13-1	0	1
Krtap15	0	1
Gm10229	0	1
Krtap6-1	0	1
Krtap20-2	0	1
Gm10789	-2.17118	1
Sod1	-0.157894	0.800794
Hunk	-0.223317	1
Mrap	-0.338226	1
Eva1c	0.74178	0.546966
4930404I05Rik	0.534237	0.964051
Ifnar2	0.13475	0.881258
Il10rb	0.454501	0.201741
Ifnar1	0.378186	0.235322
Ifngr2	0.756614	0.00139332
Son	0.124521	0.899129
Itsn1	-0.224029	0.667159
Smim11	-0.211311	0.827633
Clic6	-0.313398	1
Mir802	0	1
Cbr1	-0.196389	0.793993
Cbr3	0.115488	0.945919
Dopey2	0.19567	0.884953
Morc3	0.210748	0.720496
Chaf1b	-0.296688	0.668844
Sim2	-1.21431	0.07519
Ripply3	-1.35723	1
Ttc3	0.00192346	0.998076
Dyrk1a	0.172108	0.804489
Kcnj15	0.0720081	0.954962
Ets2	0.561118	0.0612642
Wrb	0.0520644	0.980982
Sh3bgr	0.588652	1
B3galt5	1.18456	0.0950517
Pcp4	-2.30682	1
Bace2	0.515533	0.520475
Mx2	2.31966	0.00139332
Zfp597	0.0578637	0.979033
1700037C18Rik	-0.283605	0.882699
Nlrc3	1.35664	0.00254281
Slx4	0.0542744	0.980982
Trap1	-0.204481	0.698167
Crebbp	0.261064	0.56643
Srl	-0.309485	0.777012
Tfap4	-0.657758	0.36893
Pam16	-0.0961765	0.953761
Coro7	0.135661	0.990555
Nmral1	-0.327052	0.678224
Cdip1	0.163378	0.901761
Ubald1	0.51616	0.0799531
Gm16861	0.631745	0.972436
Anks3	0.115185	0.925669
Rogdi	-0.267733	0.772435
Glyr1	0.140074	0.86107
Ppl	1.7974	0.00139332
Nagpa	0.0460402	0.982588
Fam86	-0.338476	0.717087
Tmem186	-0.294546	0.661395
Carhsp1	0.443277	0.116816
Usp7	0.131935	0.862631
Grin2a	-0.852041	1
Emp2	0.00429264	0.997725
Tvp23a	-0.271422	0.850577
Dexi	-0.103151	0.961372
Socs1	-0.253331	0.84282
Prm3	0	1
Litaf	0.37741	0.218235
Txndc11	0.11085	0.955363
Zc3h7a	0.366326	0.278433
Rsl1d1	0.138262	0.848541
Cpped1	0.169303	0.793851
2310015D24Rik	1.03669	1
Parn	-0.282443	0.56643
Pdxdc1	0.0702628	0.963399
Marf1	-0.0781235	0.954962
Myh11	0.955081	0.167888
Fopnl	-0.05104	0.977855
Ube2v2	0.0074726	0.996211
Mcm4	-0.275196	0.493308
Mzt2	-0.289271	0.729965
Dnm1l	0.0976018	0.918277
Fgd4	0.424351	0.621993
Olfr19	0	1
Vpreb1	0.442702	0.893333
2610318N02Rik	0.297447	0.895926
Mir130b	0	1
Mir301b	0	1
Sdf2l1	0.147899	0.881604
Ccdc116	0.273482	0.8896
Ube2l3	-0.0255978	0.990555
Pi4ka	-0.118341	0.910887
Thap7	-0.0262797	0.992357
4930451C15Rik	-0.24882	1
Slc7a4	1.06838	0.550865
Med15	0.222325	0.661423
Car15	0.586848	0.655972
Dgcr2	-0.0768633	0.945234
Dgcr14	-0.0587963	0.975459
Gsc2	0	1
Slc25a1	0.0242306	0.991906
Prodh	-0.467416	0.974755
4933432I09Rik	1.67411	1
Zdhhc8	0.0148332	0.994961
Ranbp1	-0.112527	0.893036
Tango2	-0.113654	0.937028
Mir185	0	1
Comt	-0.0274276	0.990555
Tbx1	-0.362496	1
Cdc45	-0.338925	0.832868
Mrpl40	-0.225612	0.881889
Olfr164	0	1
Olfr165	0	1
Olfr167	0	1
Olfr168	0	1
Olfr169	0	1
Olfr170	0	1
Olfr171	0	1
Klhl6	0.328838	0.885241
Map6d1	-0.222834	0.933797
Parl	0.0932543	0.938311
Cyp2ab1	-0.310074	1
Abcc5	0.100441	0.949503
Gm15760	0.179283	0.94983
Alg3	-0.199866	0.814434
Camk2n2	-0.755868	0.569676
Clcn2	0.17334	0.915957
Thpo	0.25622	0.979033
2310042E22Rik	0	1
2510009E07Rik	-0.245083	0.622443
Ehhadh	-0.237866	0.863245
Tmem41a	-0.010144	0.996222
Liph	-0.000404121	1
Igf2bp2	1.09456	0.00139332
Tra2b	0.0184505	0.992653
Etv5	0.657847	0.0088339
Dgkg	-0.0255153	1
Crygs	-1.37013	0.132701
Tbccd1	-0.312934	0.599881
Kng2	-0.819242	0.0191647
Rfc4	-0.247708	0.978858
Sst	0	1
Bcl6	-0.0568542	0.970485
1110054M08Rik	-0.518008	0.978858
Leprel1	0.676768	0.172063
Cldn1	2.05665	0.00139332
Gmnc	0	1
Fgf12	0.743874	1
Mir690	0	1
Mb21d2	0.0384708	0.99069
Atp13a5	0.76693	1
Cpn2	1.75345	1
Lrrc15	1.55598	0.00139332
Gp5	0.474864	1
Atp13a3	-0.11057	0.899989
Tmem44	-0.152254	0.964825
Lsg1	0.157999	0.838216
Acap2	0.142502	0.841508
Ppp1r2	0.188045	0.733421
Apod	-0.256861	0.750737
0610012G03Rik	-0.032696	0.991119
Senp5	0.474054	0.0863539
Pak2	0.229331	0.613378
Pigx	-0.0576106	0.984602
Fbxo45	0.0494044	0.980982
Mir1946a	0	1
Slc51a	0	1
1700021K19Rik	-0.0954616	0.979033
Iqcg	0.366164	0.724027
Umps	-0.0787028	0.950409
Kalrn	1.0595	0.00631591
Sec22a	-0.0469255	0.980441
Pdia5	0.0369095	0.981372
Dirc2	0.141592	0.868695
Parp14	1.5036	0.00139332
Dtx3l	0.910687	0.03893
Fam162a	0.350486	0.276587
BC117090	0	1
BC100530	0	1
Casr	0	1
Cd86	1.50065	0.16047
Slc15a2	1.89322	1
Eaf2	0.409453	0.967999
Gtf2e1	-0.0205404	0.993121
Ndufb4	-0.134	0.877185
BC031361	0.34189	0.98282
Maats1	0.155227	1
Pla1a	0.57291	0.343453
Adprh	0.0566101	0.9673
Timmdc1	-0.123506	0.922534
Poglut1	-0.106872	0.906379
Arhgap31	0.313832	0.402096
4930435E12Rik	0	1
Gap43	-0.461018	0.609753
Tigit	-0.0897092	1
Qtrtd1	0.0848485	0.958418
Zdhhc23	1.44269	1
Gramd1c	-0.405714	0.776651
Atp6v1a	0.296688	0.463093
Boc	0.100908	0.927231
Mir3081	0	1
Gtpbp8	-0.14563	0.960169
Slc35a5	0.151399	0.949655
Cd200	0.716811	0.0263428
Gm609	0	1
Tmprss7	2.73757	1
Tagln3	-0.374162	0.913095
Abhd10	-0.147911	0.929035
Phldb2	0.206428	0.747186
Plcxd2	0.540858	0.402094
Cd96	-0.550878	1
Pvrl3	0.271376	0.584636
Gm5485	0	1
Dzip3	-0.0967319	0.935649
Bbx	-0.0448332	0.979033
Ccdc54	0	1
5330426P16Rik	-0.0295968	0.993121
Alcam	-0.375403	0.432462
Nfkbiz	0.638859	0.0290354
Nxpe3	0.0690451	0.983218
Cep97	-0.32272	0.722449
2310061J03Rik	-0.771964	0.823174
Trmt10c	0.228415	0.747166
Tfg	0.0643437	0.960536
Tmem45a	-0.0156145	0.995109
2310005G13Rik	1.54304	1
Nit2	-0.123127	0.994961
Tbc1d23	-0.0149438	0.997917
Cmss1	-0.589021	0.936999
Col8a1	0.635049	0.0134126
St3gal6	-0.614464	0.685786
Gm813	0	1
E330017A01Rik	0	1
Olfr172	0	1
Olfr173	0	1
Olfr175-ps1	0	1
Olfr178	0	1
Olfr180	0	1
Olfr181	0	1
Olfr186	0	1
Olfr187	0	1
Olfr190	0	1
Olfr191	0	1
Olfr192	0	1
Olfr193	0	1
Olfr194	0	1
Olfr196	0	1
Olfr197	0	1
Olfr198	0	1
Olfr199	0	1
Olfr201	0	1
Olfr202	0	1
Olfr204	0	1
Olfr205	0	1
Olfr206	0	1
Olfr208	0	1
Crybg3	0.278715	0.692061
Arl6	-0.175181	0.871886
Nsun3	-0.165183	0.912834
Arl13b	-0.0556572	0.978858
Epha3	-0.394743	0.249421
4930453N24Rik	-0.00777288	0.996432
Zfp654	0.104558	0.930704
Htr1f	0.304576	1
Chmp2b	0.116305	0.890179
Cadm2	-0.328342	0.841884
Speer2	0	1
Robo2	1.53515	0.00546107
Mir691	0	1
Hspa13	-0.0265203	0.989638
Samsn1	1.71814	0.0608322
Nrip1	-0.368473	0.297123
Btg3	0.0810147	0.944255
D16Ertd472e	-0.156858	0.879325
Tmprss15	0	1
Mrpl39	0.0956825	0.943076
Atp5j	-0.0600815	0.981372
App	0.443627	0.289823
Cyyr1	0.803312	0.585716
Adamts1	1.0155	0.00139332
Adamts5	0.624606	0.0263428
Ltn1	-0.0121394	0.995109
Rwdd2b	0.120275	0.944255
Cct8	0.0483541	0.979033
Grik1	1.38616	1
Cldn17	0	1
Cldn8	0	1
Krtap24-1	0	1
2310079G19Rik	0	1
Krtap26-1	0	1
Krtap27-1	0	1
2310061N02Rik	0	1
Krtap13	0	1
2310057N15Rik	0	1
Krtap14	0	1
Krtap19-1	0	1
Krtap16-1	0	1
Krtap19-3	0	1
Krtap19-4	0	1
Krtap19-5	0	1
Krtap19-9b	0	1
Krtap16-3	0	1
Krtap22-2	0	1
Krtap6-5	0	1
Krtap8-1	0	1
Krtap7-1	0	1
Krtap11-1	0	1
Tiam1	-0.0522526	0.975498
Scaf4	0.332575	0.449878
Mis18a	-0.48897	0.358189
Urb1	0.264893	0.698167
1110004E09Rik	-0.116843	0.944255
Synj1	0.271465	0.8137
Paxbp1	0.22196	0.853691
4932438H23Rik	-0.648788	1
Tmem50b	0.111538	0.928453
Dnajc28	-0.236148	0.986843
Gart	-0.0301784	0.995109
Donson	-0.180707	0.989326
Cryzl1	-0.0814393	0.95404
Atp5o	-0.164167	0.784977
Rcan1	-0.372258	0.352214
Runx1	-0.533893	0.0409369
Setd4	-0.0833367	0.980171
Hlcs	0.0612377	0.979033
Pigp	-0.3397	0.863245
Dscr3	-0.00196941	0.998076
Erg	-1.76741	0.00457135
Hmgn1	-0.246243	0.575202
Lca5l	-0.120231	0.979033
Dscam	-0.255504	1
Mx1	2.8692	0.0209038
Ripk4	-2.02178	1
Prdm15	0.301167	0.698758
C2cd2	-0.456321	0.348656
Zbtb21	0.259093	0.685786
A630089N07Rik	0.133126	0.932811
Scaf8	0.19107	0.737632
Tiam2	-0.0340043	0.990555
Arid1b	0.196683	0.750252
Zdhhc14	0.349546	0.813489
Snx9	0.566264	0.0305485
Synj2	0.74606	0.0191647
Gtf2h5	-0.135996	0.870866
Tulp4	0.4985	0.0760275
Tmem181a	-0.0324301	0.99069
Dynlt1b	-0.530037	0.188141
Sytl3	-0.226644	1
Rps6ka2	0.0418833	0.983984
Rsph3a	-0.335443	0.69765
Fgfr1op	-0.0366972	0.988963
Mpc1	-0.0198589	0.994865
Sft2d1	0.240255	0.838881
Prr18	0.916613	0.377522
T2	0.12525	1
Pde10a	0.618023	0.0799531
1700010I14Rik	0.0763752	0.985694
B930003M22Rik	0.343638	1
Park2	-0.191977	0.962685
Agpat4	-0.011824	0.995582
Slc22a2	-2.02901	0.0340712
Airn	0.49833	0.877185
Mrgprh	0	1
Tcp1	0.0193276	0.993405
Snora20	0	1
Sod2	0.823635	0.00139332
Tcp10b	0.620645	1
Mllt4	0.414158	0.273239
Smoc2	-0.189187	0.737632
1600012H06Rik	-0.0495556	0.988521
9030025P20Rik	0.0112715	0.997081
Gm3435	-0.255264	0.937959
Fam120b	-0.0127015	0.995109
Tbp	-0.0474554	0.98243
Chd1	0.233545	0.627398
Zfp97	-1.37249	0.574467
Riok2	0.265446	0.608622
Lix1	0.2771	1
Vmn2r90	0	1
Fpr2	3.24912	0.00139332
Fpr3	0	1
Fpr-rs4	0	1
Vmn2r91	0	1
Vmn2r92	0	1
Vmn2r93	0	1
Vmn2r95	0	1
Vmn2r97	0	1
Vmn2r98	0	1
Vmn2r99	0	1
Vmn2r100	0	1
Vmn2r101	0	1
Vmn2r102	0	1
Vmn2r103	0	1
Vmn2r107	0	1
Vmn1r224	0	1
Vmn1r225	0	1
Vmn1r226	0	1
Vmn1r229	0	1
Vmn1r230	0	1
Ppp2r1a	0.01677	0.993096
Zfp160	0.338929	0.492005
Vmn1r234	0	1
Vmn1r235	0	1
Vmn1r236	0	1
Zfp677	-0.450981	0.544696
Zfp54	-0.199408	0.901053
Zfp53	0.228099	0.842631
Zfp52	0.185509	0.815995
Zfp948	0.120476	0.919529
Zfp760	-0.504886	0.361423
Zfp229	-0.291082	0.778003
Zfp943	-0.132193	0.920758
Zfp758	-0.150513	0.944255
Zfp946	-0.181465	0.879325
Vmn2r112	0	1
Vmn2r113	0	1
Vmn2r-ps129	-0.16767	1
Vmn2r115	0	1
Vmn2r116	0	1
Zscan10	0.181489	1
Ccdc64b	2.20784	1
Hcfc1r1	-0.450704	0.720263
Cldn6	0	1
Pkmyt1	-0.644113	0.293765
9530082P21Rik	0.0798981	0.979033
Srrm2	0.259642	0.667644
Prss21	0	1
Dcpp1	0	1
Dcpp2	0	1
Dcpp3	0	1
Sbp	0	1
Prss27	1.28057	0.220257
Abca3	1.05635	0.00139332
Rnps1	0.0229279	0.991956
Eci1	-0.0491754	0.982173
Pgp	-0.138936	0.903017
Bricd5	0.0405642	0.996211
Caskin1	0.39641	1
Pkd1	0.346079	0.628684
Nthl1	-0.423925	0.610195
Zfp598	0.255086	0.609391
Noxo1	-0.161902	0.953837
Rps2	-0.245597	0.69765
Snora64	0.173864	0.992015
Rpl3l	-1.44199	1
Msrb1	-0.237185	0.660309
Hs3st6	0.281705	1
Meiob	0.210828	1
Hagh	-0.0785354	0.974129
Spsb3	-0.114242	0.928674
Mrps34	-0.291337	0.628859
Nme3	0.168571	0.987882
Ift140	-0.104147	0.93361
Ptx4	0	1
Clcn7	0.0820699	0.940586
BC003965	-0.195352	0.835536
Unkl	0.170707	0.910513
Tsr3	-0.0850485	0.962685
Gm17801	0.713539	0.936107
Prss34	0	1
Prss28	0	1
Prss29	0	1
Tpsg1	0	1
Lmf1	-0.173396	0.820023
Gng13	1.41239	0.887236
Rpusd1	-0.0904792	0.963399
Mslnl	1.99129	1
Narfl	-0.0337924	0.992653
Ccdc78	-0.048869	1
Fbxl16	-0.402115	0.603824
Wdr24	-0.096821	0.950085
Jmjd8	-0.208916	0.936941
0610011F06Rik	-0.0312729	0.993051
Tmem8	-0.21345	0.910965
Mrpl28	-0.145889	0.86462
Axin1	0.215809	0.685685
Rgs11	0.247922	0.855906
Luc7l	-0.0121884	0.995582
Neurl1b	-1.06564	0.0874101
Ergic1	0.276969	0.477039
Atp6v0e	0.130225	0.863505
Crebrf	0.477615	0.179831
Bnip1	-0.29988	0.677401
Zbtb9	-0.19572	0.852867
Ggnbp1	-0.261258	0.984321
Itpr3	0.0108628	0.995451
Hmga1	1.58295	0.00139332
Pacsin1	0.495743	1
Snrpc	-0.0583811	0.967999
Uhrf1bp1	0.00166283	0.99822
Anks1	0.394999	0.460964
Def6	0.0324471	0.989466
Ppard	0.0373682	0.984602
Fance	-0.122021	0.937028
Rpl10a	-0.180838	0.77899
Armc12	0	1
Clpsl2	0	1
Lhfpl5	0.294451	1
Mapk14	0.267784	0.542467
Mapk13	0.745884	0.0897069
Brpf3	0.212477	0.718001
Pnpla1	0.324103	1
Kctd20	-0.0133492	0.994961
Srsf3	0.0642186	0.964149
Cdkn1a	0.516696	0.0601284
Rab44	0.998692	1
BC004004	-0.281271	0.541375
Pi16	-0.809876	0.303674
Fgd2	0.451239	0.815995
Pim1	0.210947	0.775376
Tbc1d22b	0.013094	0.995582
Rnf8	0.0182854	0.994961
Zfand3	0.200385	0.698167
Glp1r	0.675185	0.495821
Abcg1	1.60525	0.00139332
Ubash3a	0	1
Slc37a1	0.486157	0.927474
Pde9a	-1.45171	0.0379812
Ndufv3	-0.0867089	0.950581
Pknox1	-0.00166447	0.998522
Rrp1b	-0.192356	0.791419
A530088E08Rik	-0.0741618	1
Cyp4f17	0.0242752	0.994029
Cyp4f16	0.193253	0.813489
Cyp4f15	0	1
Zfp472	-0.042772	0.99069
Zfp952	-0.226776	0.834172
Zfp563	-0.290731	0.776169
Olfr63	0	1
Zfp955b	0.155869	0.899671
Actl9	0.571908	1
Adamts10	-0.0483797	0.979033
Myo1f	0.786032	0.0375156
Zfp414	-0.253691	0.72289
Pram1	0.800622	0.553664
Kank3	0.202766	0.92322
Ndufa7	-0.24192	0.610435
Cd320	-0.332495	0.522127
Daxx	-0.0588958	0.972233
Zbtb22	-0.0153848	0.994961
Tapbp	0.861463	0.00139332
Rgl2	0.241882	0.694314
Wdr46	0.0202439	0.993266
Vps52	-0.143354	0.856456
Rxrb	-0.148488	0.86107
Col11a2	0.749561	0.142892
H2-DMa	0.535673	0.33811
Tap1	-0.0239439	0.993051
Psmb8	1.23679	0.00139332
Tap2	0.357199	0.324897
H2-Ob	1.11119	1
H2-Ab1	-1.453	0.0818723
H2-Eb1	-0.419836	0.841416
H2-Eb2	0	1
Btnl2	0.479517	1
Btnl1	0	1
BC051142	-0.654868	1
Notch4	0.281057	0.826931
Gpsm3	0.426715	0.554424
Pbx2	-0.347226	0.403035
Ager	-0.367136	0.860065
Agpat1	0.0157123	0.994256
Prrt1	0.133621	0.978577
Fkbpl	-0.0717814	0.979907
Atf6b	0.0571463	0.966321
Tnxb	0.638424	0.525004
Nelfe	-0.382581	0.360121
Zbtb12	-0.237104	0.805041
Ehmt2	-0.106536	0.902419
Neu1	0.408251	0.351815
Hspa1l	-0.244021	0.899423
Vars	-0.188853	0.874615
Vwa7	1.05786	1
Clic1	0.295482	0.419917
Ddah2	0.207664	0.779876
Ly6g6c	-0.42918	1
Ly6g6e	0	1
Abhd16a	-0.0030846	0.997725
Gpank1	-0.195524	0.977855
D17H6S53E	-0.130285	0.9295
Bag6	-0.022133	0.992001
Ltb	1.34344	1
Atp6v1g2	-0.365718	0.848116
Ddx39b	-0.1297	0.859987
H2-Q1	3.16991	0.401035
H2-Q4	2.07886	0.00139332
H2-Q7	-0.00246525	0.998522
H2-Q10	0.0594391	0.992357
Pou5f1	0	1
Cchcr1	-0.262951	0.690702
Psors1c2	0.0700914	1
Cdsn	-2.52334	0.00139332
2300002M23Rik	0	1
Sfta2	0	1
Ier3	0.90574	0.00139332
Flot1	-0.716437	0.0088339
Mdc1	-0.50154	0.0939441
Nrm	-0.531658	0.325109
Ppp1r18	0.399774	0.291833
Dhx16	-0.041297	0.982588
Ppp1r10	0.107662	0.91277
Mir1894	0	1
Gm8801	1.09837	0.102935
Gnl1	-0.0345362	0.985544
A930015D03Rik	0.840134	0.845236
H2-M11	0	1
H2-M10.5	0	1
Trim26	0.0915961	0.936941
Rnf39	-0.340538	0.885403
Znrd1as	-0.715505	0.707249
Zfp57	0.788363	0.0737838
Ubd	4.18235	1
Olfr96	0	1
H2-M3	0.192023	0.884863
Olfr107	0	1
Olfr108	0	1
Olfr109	0	1
Olfr118	0	1
Olfr119	0	1
Olfr120	0	1
Olfr121	0	1
Olfr122	0	1
Olfr123	0	1
Olfr124	0	1
Olfr125	0	1
Olfr126	0	1
Olfr127	0	1
Olfr128	0	1
Olfr130	0	1
Olfr133	0	1
Olfr134	0	1
Olfr135	0	1
Olfr138	0	1
Olfr136	0	1
Rhag	-3.06756	1
Mut	-0.150106	0.8476
Ptchd4	0.185742	0.881258
Tnfrsf21	-1.08703	0.00139332
Gpr110	-0.721751	1
Gpr116	0.253177	0.830353
Pla2g7	2.14196	0.00139332
Cyp39a1	-0.889177	0.0412792
Rcan2	-0.352323	0.322279
Enpp5	0.69881	0.0573508
Clic5	1.37846	0.0825203
Supt3	-0.341476	0.875608
Aars2	-0.136311	0.918643
Mrpl14	0.002799	0.997917
Mrps18a	0.0601746	0.975459
Gtpbp2	-0.176067	0.791538
Xpo5	0.0312595	0.993051
Mir693	0	1
Yipf3	-0.0241719	0.994961
Lrrc73	-0.354768	0.815995
Zfp318	-0.099276	0.934733
Crip3	-0.838813	1
Dnph1	-0.244275	0.809677
Mrpl2	-0.302991	0.567963
Cul7	-0.0581313	0.964051
Mea1	-0.00346536	0.998062
Pex6	-0.202371	0.770537
2310039H08Rik	-0.409856	0.58119
Tbcc	0.0172435	0.994961
Trerf1	0.551123	0.322761
Mrps10	-0.0346414	0.989466
Guca1b	0.298977	0.928453
AI661453	0.830619	1
Ccnd3	-0.0999552	0.960536
Frs3	-0.209457	0.921347
Pgc	0	1
Tfeb	-0.321611	0.698758
Trem1	2.19441	0.00139332
Trem2	0.933728	0.01975
Treml1	1.94016	1
Oard1	-0.508334	0.745821
Lrfn2	0	1
Mocs1	0.137196	0.948555
Kif6	0.156359	0.974017
Plcl2	0.305228	0.802706
Rab5a	0.257132	0.556835
Kat2b	-0.0544616	0.972169
St6gal2	0	1
Zfp959	0.1614	0.928674
Ebi3	1.17035	0.188141
Ccdc94	-0.0100535	0.996211
Shd	0.214104	1
Fsd1	-0.0617024	0.984471
Mpnd	-0.288359	0.83383
Chaf1a	-0.225292	0.725763
Hdgfrp2	-0.0275121	0.99069
Tnfaip8l1	-0.343623	0.802832
Mir7b	0	1
Fem1a	-0.0515524	0.977855
Uhrf1	-0.0927079	0.932349
Kdm4b	0.0319002	0.987882
Safb	0.115057	0.894386
Rpl36	-0.182138	0.737632
Catsperd	0.460681	1
Ranbp3	0.0452644	0.978858
Ndufa11	-0.0105528	0.995582
1700061G19Rik	0.94405	0.380159
Clpp	-0.0864868	0.951333
Alkbh7	-0.0241455	0.995109
Tnfsf9	0.40678	0.704632
Trip10	-0.0717932	0.95646
Vav1	1.1603	0.00546107
Emr1	0.795796	0.0233562
Cntnap5c	0	1
Fert2	0.108192	0.929424
Man2a1	0.601534	0.00631591
Ppp4r1	0.0852396	0.932811
Wash	0.0219282	0.993242
Ddx11	-0.311447	0.701346
Lama1	1.09232	0.00139332
L3mbtl4	1.20901	1
Tmem200c	0.359919	0.849854
Epb4.1l3	-0.0442265	0.979014
Zbtb14	-0.428369	0.339516
C030034I22Rik	0.146735	0.967861
Myom1	0.37174	0.685286
Lpin2	0.198455	0.788931
Spdya	0.429562	1
Wdr43	0.361456	0.278822
Snord92	0	1
Snord53	0	1
Fam179a	0.623941	1
Clip4	-0.38107	0.619954
Ypel5	0.0581578	0.967256
Lbh	1.50126	0.00139332
Lclat1	-0.0861999	0.935997
Ehd3	-0.0550947	0.979033
Spast	0.0562806	0.973911
Slc30a6	-0.0948098	0.942235
Yipf4	0.0256509	0.99069
Birc6	0.215595	0.650752
Ttc27	0.0547271	0.979033
Ltbp1	0.424558	0.160707
Rasgrp3	0.597498	0.204914
Gm4710	0	1
Crim1	0.627807	0.020323
Vit	-0.92924	0.00254281
Gpatch11	0.248316	0.928453
Ndufaf7	-0.456556	0.293844
Qpct	0.0344216	0.992015
Rmdn2	0.533347	0.235553
Galm	0.00561797	0.997727
Ttc39d	-0.516169	1
Gemin6	-0.336047	0.670274
Morn2	-0.521006	0.861919
Arhgef33	-0.458741	1
Tmem178	-2.49603	0.0542852
Pkdcc	-0.434904	0.201741
Eml4	0.373817	0.298018
Mta3	0.0156475	0.994961
Plekhh2	0.22266	0.751681
Dync2li1	-0.348737	0.698186
Ppm1b	0.0888393	0.938323
Slc3a1	0.933552	1
Camkmt	-0.234331	0.902232
Prkce	-0.22752	0.793854
Epas1	-1.3735	0.00139332
Rhoq	0.00722923	0.996211
Cript	0.00148045	0.998522
Socs5	0.0664667	0.956114
Ttc7	-0.0324112	0.990555
Epcam	-0.346715	1
Msh2	-0.145927	0.893036
Msh6	-0.117157	0.970049
Foxn2	0.479183	0.15777
Ppp1r21	0.123733	0.907182
Ston1	0.553216	0.0227291
2700099C18Rik	-0.640552	0.686581
Pisd-ps2	0.377011	0.756621
Tfb1m	0.015834	0.997725
Nox3	0	1
Tmem242	-0.203098	0.746975
Ldhal6b	0.0267423	1
Serac1	0.769538	0.550922
Dynlt1a	-1.12344	0.0713036
Tmem181b-ps	0.407417	0.379775
Ezr	0.526874	0.113089
Mir692-1	0	1
