chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr15	89118666	89145742	Sbf1	-0.165572	0.61905	-0.0777001	0.806	-0.32568	0.29685	-0.322415	0.28695	-0.267366	0.4625
chr15	89153402	89155161	Adm2	0.233231	0.59515	-0.358187	0.41675	0.159848	0.69105	0.74182	0.03995	0.391154	0.35755
chr15	89164903	89167438	Miox	0	1	0	1	0	1	0	1	0	1
chr15	89181434	89186090	Lmf2	0.222705	0.5029	0.138087	0.65075	-0.0999569	0.7555	0.43777	0.14435	0.265599	0.448
chr15	89186149	89207468	Ncaph2	0.039512	0.91605	-0.364079	0.3259	-0.493596	0.18595	-0.0250119	0.9409	0.145239	0.74255
chr15	89186149	89207468	Sco2,Tymp	0.242571	0.80145	0.214369	0.78505	0.409538	0.57195	0.247697	0.7592	0.474322	0.6266
chr15	89207879	89209685	Odf3b	0	1	0	1	0	1	0	1	0	1
chr15	89217321	89219139	Klhdc7b	0	1	0	1	0	1	0	1	0	1
chr15	89220604	89240934	Syce3	0	1	0	1	0	1	0	1	0	1
chr15	89246835	89260358	Chkb,Cpt1b	-0.210366	0.58285	-0.377328	0.3016	-0.557873	0.1297	-0.172132	0.61525	-0.4399	0.26355
chr15	89284341	89292878	Mapk8ip2	1.23566	1	-2.11124	1	-1.37803	1	0.876619	1	0.72757	1
chr15	89302906	89307855	Arsa	-0.0332675	0.9157	-0.370847	0.2544	-0.644708	0.0397	0.125894	0.6639	0.443262	0.22965
chr15	89330287	89390691	Shank3	-0.215015	0.6217	0.0493125	0.90685	-0.105591	0.79635	-0.384046	0.3289	-0.174185	0.717
chr15	89398756	89405016	Acr	0	1	0	1	0	1	0	1	0	1
chr15	89412957	89422354	Rabl2	0.025398	0.94875	-0.23003	0.56275	0.0789825	0.83225	-0.0229904	0.94915	0.284382	0.4811
chr15	89612823	89672291	Syt10	0.124959	1	0	1	-1.73882	1	-0.7887	1	-1.87005	1
chr15	90054741	90060985	Alg10b	-0.180993	0.5782	-0.186439	0.5562	-0.0301698	0.9218	-0.451973	0.13105	-0.494547	0.16455
chr15	90317911	90509819	Cpne8	0.0233157	0.9637	-0.235181	0.61385	-0.138205	0.76695	0.296097	0.492	0.0432664	0.92865
chr15	90721826	90728907	Spn-ps	0	1	0	1	0	1	0	1	0	1
chr15	90763706	90880379	Kif21a	-0.211536	0.59745	-0.24715	0.5163	-0.133015	0.71305	-0.532006	0.13415	-0.678017	0.11425
chr15	90976301	91022238	Abcd2	-0.619422	0.2749	-1.31019	0.01945	-0.535616	0.28785	-0.0997393	0.8152	0.296212	0.5681
chr15	91098121	91403692	Slc2a13	-0.203377	0.63445	-0.245821	0.52395	0.601901	0.11495	-0.727071	0.06445	-0.560685	0.20535
chr15	91503654	91646555	Lrrk2	-0.207552	0.54915	0.0550828	0.87285	-0.0826976	0.80165	-0.591292	0.07215	-0.478207	0.1956
chr15	91668756	91764986	Muc19,Smgc	0	1	0	1	0	1	0	1	0	1
chr15	91881595	92172398	Cntn1	-0.0952765	0.88445	-0.453152	0.63105	-0.360302	0.5761	-1.01625	0.1073	-1.94973	0.01025
chr15	92227240	92602250	Pdzrn4	-0.831986	0.3355	-1.70772	0.0082	-0.818584	0.27675	-1.82208	0.0247	-1.87563	0.03205
chr15	93070172	93105515	Gxylt1	-0.129455	0.68875	0.121291	0.7033	0.113421	0.7116	-0.429332	0.14055	-0.766766	0.02685
chr15	93114263	93167366	Yaf2	0.244935	0.47275	0.447207	0.1709	0.158942	0.6183	-0.486659	0.1219	-0.657407	0.07915
chr15	93216543	93228721	Zcrb1	0.195717	0.5712	0.118066	0.72145	0.148074	0.6603	0.0772466	0.7988	-0.219756	0.5597
chr15	93228780	93322343	Pphln1	0.02531	0.939	0.121476	0.70885	0.145427	0.6462	-0.336189	0.2685	-0.572614	0.13
chr15	93329544	93426322	Prickle1	-1.49284	0.00195	0.0102335	0.9797	-0.0841144	0.832	0.32596	0.37245	0.229076	0.58685
chr15	93735286	93757542	9430014N10Rik	0	1	0	1	0	1	0	1	0	1
chr15	94077632	94086037	D630010B17Rik	1.45251	1	-1.45138	1	-1.39015	1	0.870746	1	-0.296074	1
chr15	94100593	94234781	Adamts20	-0.239099	0.74565	-0.593922	0.4632	-0.681809	0.35975	-0.508698	0.45535	-0.376585	0.61075
chr15	94353070	94373938	Pus7l	-0.371498	0.36805	0.540818	0.1569	0.461482	0.2058	0.077197	0.84085	-0.304279	0.4765
chr15	94374090	94398747	Irak4	-0.480041	0.24985	-0.410382	0.33455	0.079226	0.83485	0.265569	0.4686	0.373774	0.3738
chr15	94408378	94420255	Twf1	0.0862569	0.79065	-0.0114111	0.9712	0.262286	0.39915	-0.167849	0.5797	-0.310815	0.36545
chr15	94459615	94926528	Tmem117	-0.272835	0.68455	-1.0615	0.1202	-0.476382	0.41055	-0.171303	0.7706	-0.0274502	0.96855
chr15	94928052	94979749	LOC100043315	0	1	0	1	0	1	0	1	0	1
chr15	95049880	95359137	Nell2	-0.101399	0.8613	-0.406622	0.4593	-0.403309	0.48965	-0.354995	0.51005	0.623547	0.26315
chr15	95453993	95485202	Dbx2	2.79002	0.00415	3.42844	0.00125	1.99531	0.00985	-0.420566	1	-0.454345	1
chr15	95621273	95805903	Ano6	0.0714702	0.83285	0.361175	0.2834	0.0470773	0.88465	-0.306145	0.32495	-0.158711	0.66465
chr15	95903767	95909983	D030018L15Rik	-0.797505	1	-1.11609	1	0	1	0	1	0	1
chr15	96013230	96033901	2610037D02Rik	1.01799	1	-2.63718	1	-1.58954	1	-1.07535	1	-1.58164	1
chr15	96013230	96033901	Gm4371	-1.31351	1	-0.141817	1	-0.61132	1	-0.587151	1	0.140001	1
chr15	96098994	96105706	E330033B04Rik	0.0983189	1	0.0439927	1	0.174223	1	-0.833156	1	0.274507	1
chr15	96117952	96235894	Arid2	-0.180934	0.58055	-0.0278436	0.9288	0.0475717	0.8843	-0.147557	0.6184	-0.151666	0.66375
chr15	96242128	96291274	Scaf11	-0.0285763	0.92975	0.260764	0.38745	0.191273	0.5369	-0.116311	0.6952	-0.0684553	0.83705
chr15	96401848	96473344	Slc38a1	0.204653	0.59945	0.0285675	0.9363	0.134982	0.71125	-0.207979	0.55835	-0.310698	0.4576
chr15	96517822	96530129	Slc38a2	-0.474364	0.1571	-0.152159	0.64795	0.0628125	0.8476	-0.208687	0.49305	-0.261344	0.4974
chr15	96825253	96886387	Slc38a4	-0.269342	0.59665	-0.649458	0.21195	-0.350812	0.4432	-0.364975	0.4398	-0.255388	0.6199
chr15	97074504	97216122	Amigo2	0.406169	0.58515	-1.02028	0.24265	-1.175	0.18	0.601963	0.3445	-0.104356	0.9102
chr15	97074504	97216122	Pced1b	0.0863639	0.92675	-0.65073	0.58725	-0.623337	0.4851	0.755226	0.34425	1.05644	0.2201
chr15	97505535	97536253	Rpap3	0.0378943	0.91895	-0.00312967	0.9931	0.0525959	0.8729	-0.194399	0.55215	-0.351105	0.37535
chr15	97541449	97561836	Endou	-1.22556	1	-1.42262	1	-1.14559	1	-0.885534	1	0.456427	1
chr15	97575200	97598097	Rapgef3	0.097942	0.8307	0.833205	0.0514	0.0444694	0.9224	0.242945	0.5618	0.716091	0.1202
chr15	97614795	97674933	Hdac7	-0.265515	0.6647	0.155294	0.8032	-0.1302	0.8427	-0.0252802	0.96775	0.224662	0.78075
chr15	97614795	97674933	Slc48a1	0.187286	0.66655	0.504411	0.2623	0.458602	0.2862	0.2578	0.53905	0.318137	0.5565
chr15	97684857	97738727	Vdr	-0.110139	0.75425	0.385737	0.2327	0.320413	0.3019	-0.813203	0.0081	-1.67976	5.00E-05
chr15	97794659	97800717	Tmem106c	-0.0763135	0.8396	-0.32785	0.39425	-0.419631	0.2559	0.354873	0.2895	0.405675	0.30415
chr15	97806032	97835155	Col2a1	-0.473286	0.17115	-0.0690499	0.83765	-0.371079	0.2738	-0.608213	0.05755	0.483927	0.2033
chr15	97869174	97962878	Pfkm	-0.196825	0.6856	-1.32565	0.0169	-0.813225	0.10305	0.00282558	0.9949	0.313736	0.5374
chr15	97869174	97962878	Senp1	-0.143083	0.8026	0.046451	0.9242	0.150722	0.7621	-0.276094	0.6066	-0.124317	0.84735
chr15	97965070	97996009	Asb8	-0.468194	0.22055	0.420173	0.2313	0.214327	0.5275	0.23774	0.45725	0.143671	0.70125
chr15	97998236	98000565	AI836003	0.84064	1	1.03866	1	0.0113166	1	0.186448	1	-1.83673	1
chr15	98016443	98025973	Olfr288	0	1	0	1	0	1	0	1	0	1
chr15	98037401	98051487	Olfr287	0	1	1.78357	1	0.246336	1	0	1	0	1
chr15	98057105	98064881	Olfr286	0	1	0	1	0	1	0	1	0	1
chr15	98086412	98087738	H1fnt	0	1	0	1	0	1	0	1	0	1
chr15	98116552	98126514	Zfp641	-0.710887	1	-0.494772	1	-1.00144	1	0.607669	1	-0.143471	1
chr15	98143019	98143979	Olfr257	0	1	0	1	0	1	0	1	0	1
chr15	98170452	98171370	Olfr284	0	1	0	1	0	1	0	1	0	1
chr15	98208609	98209539	Olfr283	0	1	0	1	0	1	0	1	0	1
chr15	98228875	98246566	1700031M16Rik	0	1	0	1	0	1	0	1	0	1
chr15	98267900	98268828	Olfr282	0	1	0	1	0	1	0	1	0	1
chr15	98286742	98287678	Olfr281	0	1	0	1	0	1	0	1	0	1
chr15	98310830	98313114	Lalba	0.818719	1	0	1	-0.458324	1	-2.14637	1	-1.78813	1
chr15	98327904	98328837	Olfr279	0	1	0	1	0	1	0	1	0	1
chr15	98349531	98364652	Kansl2	-0.199745	0.55185	0.0670582	0.8332	0.246318	0.43415	-0.178376	0.5558	-0.572825	0.1096
chr15	98349531	98364652	Snora2b	0	1	0	1	0	1	0	1	0	1
chr15	98349531	98364652	Snora34	-0.0476535	1	-0.373591	1	1.26616	1	-0.237467	1	0	1
chr15	98373641	98401295	9330020H09Rik	0.30251	1	0.572421	0.69845	0.573434	0.6876	0.131526	0.91715	-0.12814	1
chr15	98373641	98401295	Ccnt1	0.0106687	0.97945	1.05164	0.0116	0.339666	0.40345	-0.133709	0.7403	-0.137494	0.7628
chr15	98401434	98420019	4930415O20Rik	0	1	0	1	0	1	-1.13907	1	0	1
chr15	98420420	98438064	Adcy6	-0.376874	0.2781	-0.0631408	0.84515	-0.268725	0.4073	-0.218747	0.4765	-0.0188713	0.95615
chr15	98462650	98474961	Cacnb3	0.129736	0.71535	-0.0760478	0.8339	-0.186723	0.58655	0.471652	0.14115	0.631286	0.09255
chr15	98475937	98493320	Ddx23	-0.31243	0.3517	-0.0735114	0.81575	-0.169834	0.5854	-0.336309	0.2674	-0.537486	0.13795
chr15	98499635	98507892	Rnd1	2.61618	5.00E-05	0.980043	0.00845	0.274385	0.44555	-0.959828	0.0075	-1.12026	0.01665
chr15	98538657	98553764	Ccdc65	0.016625	0.9814	-0.325426	0.60975	0.348752	0.5691	0.514077	0.367	0.873986	0.14015
chr15	98554798	98558629	Fkbp11	0.53759	0.1112	0.555094	0.09035	0.772334	0.0201	0.60221	0.04345	0.666649	0.06575
chr15	98568056	98593549	Arf3	-0.0401827	0.9085	0.110069	0.72915	-0.23262	0.44745	-0.105241	0.71475	-0.0219049	0.94935
chr15	98602182	98608581	Wnt10b	0.245938	0.6131	-0.102736	0.83085	-1.21029	0.0145	-0.316367	0.5116	-0.745102	0.16775
chr15	98620287	98624261	Wnt1	0.416084	1	1.63735	1	-1.38267	1	-2.08203	1	-4.05057	1
chr15	98634212	98638356	Ddn	-0.840205	1	-1.01939	1	0.553476	1	-2.0331	1	-0.485523	1
chr15	98643227	98661939	Prkag1	-0.18414	0.5847	-0.381716	0.2333	-0.406497	0.1916	-0.299111	0.3094	-0.333849	0.33365
chr15	98662099	98701636	Mll2	-0.500407	0.14135	0.00626334	0.98415	-0.133904	0.6785	-0.35329	0.2286	-0.314732	0.4021
chr15	98708190	98711845	Rhebl1	-0.505155	0.3994	-0.216871	0.6716	0.743145	0.13105	0.170804	0.69895	0.362596	0.48605
chr15	98723457	98728971	Dhh	-0.0996608	0.88995	-0.323337	0.65375	-0.452345	0.50945	-0.526134	0.4016	-2.29789	0.00725
chr15	98734351	98748529	Lmbr1l	0.156255	0.71925	-0.345735	0.4658	-0.331344	0.4384	0.136864	0.75045	0.117202	0.81385
chr15	98761861	98764821	Tuba1b	0.549749	0.1449	0.613663	0.12265	0.294955	0.3896	0.480162	0.1995	0.357336	0.43355
chr15	98780277	98783932	Tuba1a	0.415952	0.2539	0.259468	0.47455	0.022057	0.9525	0.305201	0.3881	0.101951	0.8095
chr15	98816395	98819712	4930578M01Rik	-0.427763	1	-1.36193	1	-3.52647	1	-0.0337116	1	-0.196882	1
chr15	98860321	98868536	Tuba1c	0.683604	0.0485	0.620079	0.0753	0.271477	0.40035	0.278963	0.36745	0.233191	0.55315
chr15	98885604	98889409	Prph	-0.202854	1	0.557228	1	0.12042	1	0.58351	1	1.65059	0.0241
chr15	98905403	98913840	Troap	-0.0555869	0.90155	0.747268	0.07435	0.284856	0.47945	0.314988	0.3982	-0.260866	0.5937
chr15	98915184	98918159	C1ql4	0.367356	1	0	1	0	1	-0.716317	1	2.95669	0.05605
chr15	98929914	98935138	Dnajc22	0.310996	1	-0.831135	1	-1.06791	1	0.805853	1	1.82118	0.03265
chr15	98957275	99042897	Spats2	-0.284382	0.4045	-0.207086	0.5347	-0.0924112	0.76915	-0.113554	0.7094	-0.360507	0.31695
chr15	99055406	99092472	1700120C14Rik	1.39721	0.40535	0.444885	0.812	0.103047	0.95195	0.571072	0.7571	0.153053	0.92995
chr15	99055406	99092472	Kcnh3	-1.61783	1	-2.1121	1	-0.325529	1	-1.44768	1	0.742889	1
chr15	99055406	99092472	Mcrs1	-0.032704	0.922	-0.0972207	0.76305	-0.14965	0.63885	0.162309	0.5944	-0.0864819	0.82055
chr15	99101448	99117611	Fam186b	0.334429	1	-0.797147	1	-0.652242	1	0.579821	1	0.83057	1
chr15	99125839	99147438	Prpf40b	-0.285069	0.4404	-0.638256	0.07635	-0.431476	0.23035	-0.112305	0.7414	-0.118723	0.7629
chr15	99147653	99200897	Fmnl3	0.00340593	0.9912	0.282817	0.35615	-0.367144	0.24225	-0.0938965	0.7498	-0.165805	0.64745
chr15	99223377	99240480	Tmbim6	0.112176	0.7798	-0.275268	0.46485	-0.35177	0.3618	0.124231	0.7311	-0.0285252	0.9489
chr15	99252464	99288179	Nckap5l	-0.223758	0.55665	0.107662	0.75545	-0.251332	0.4652	0.222988	0.48575	0.356357	0.35825
chr15	99300514	99305161	Bcdin3d	-0.242619	0.70425	-0.301369	0.618	-0.178062	0.7264	0.374065	0.44885	0.0934383	0.87415
chr15	99327435	99358596	Faim2	0.280557	1	0.169184	1	-2.31981	1	0.46293	1	0.649557	1
chr15	99409486	99414976	Aqp2	-0.144261	0.87095	-0.344368	0.65635	-1.29275	0.07375	0.604158	0.339	-1.03056	0.2098
chr15	99421458	99425260	Aqp5	-0.0681263	0.91615	-0.490701	0.4496	-0.361437	0.50925	0.76432	0.1486	0.734009	0.20385
chr15	99431830	99435908	Aqp6	0	1	0	1	0	1	0	1	0	1
chr15	99450927	99482087	Racgap1	0.244245	0.48455	-0.0892784	0.7898	0.0472731	0.88685	-0.0172968	0.9531	-0.418888	0.3216
chr15	99501148	99531559	Asic1	-0.389204	0.44915	-0.75828	0.18605	-0.482551	0.3394	0.0536386	0.90515	-0.13747	0.78125
chr15	99532717	99544426	Smarcd1	-0.112933	0.7391	0.119035	0.7102	-0.283119	0.3913	-0.00394968	0.9893	-0.267506	0.43835
chr15	99548023	99555438	Gpd1	-0.732891	0.19935	-0.29781	0.53145	-0.194584	0.6869	-0.0304707	0.9457	0.0867055	0.8641
chr15	99556048	99558567	Cox14	0.282679	0.40145	-0.0780338	0.8228	-0.140194	0.68695	0.562966	0.071	0.385897	0.2816
chr15	99566022	99602946	Cers5	0.422793	0.19265	0.228042	0.468	0.205805	0.51895	0.327029	0.271	0.374851	0.2801
chr15	99608898	99705887	Lima1	0.235427	0.57765	-0.587324	0.1168	-0.701553	0.0658	-0.918101	0.02	-0.550292	0.20895
chr15	99748778	99762089	1700030F18Rik	0	1	0	1	0	1	0	1	0	1
chr15	99800504	99846789	2310068J16Rik	-0.236809	1	1.33805	0.4897	-0.781825	1	0.425465	1	0.380091	1
chr15	99800504	99846789	Larp4	0.103475	0.7464	0.600745	0.0622	0.208164	0.49975	-0.615197	0.0383	-0.959144	0.00755
chr15	99869094	100049904	Dip2b	-0.23212	0.5278	0.147071	0.6712	-0.168539	0.6245	-0.503575	0.1329	-0.471582	0.23155
chr15	100058289	100091679	Atf1	0.158949	0.61485	-0.183566	0.56335	0.0517727	0.86915	-0.287278	0.3342	-0.516703	0.1451
chr15	100111267	100123484	Tmprss12	0	1	0	1	0	1	0	1	0	1
chr15	100135247	100144779	Mettl7a1	-0.494412	0.1668	-2.00161	5.00E-05	-1.50358	5.00E-05	-0.0638245	0.83815	1.05138	0.00565
chr15	100165359	100170600	Mettl7a3	-1.0138	1	-2.20172	1	-1.60566	0.0718	-0.700585	0.3322	0.612722	0.43045
chr15	100183630	100214866	AB099516,Higd1c,Mettl7a2	-0.413839	0.5605	-2.53717	0.0058	-1.85212	0.0119	0.147094	0.81185	1.34963	0.03675
chr15	100218330	100253486	Slc11a2	0.0313681	0.9271	0.241237	0.48165	0.20234	0.54345	-0.30095	0.34775	-0.425075	0.265
chr15	100253623	100258581	Gm5475	-0.128986	1	-0.965771	1	0.0109577	1	-0.330053	1	-1.39787	1
chr15	100299464	100309683	Letmd1	-0.232787	0.55275	-0.120168	0.75205	-0.0738599	0.8363	0.30374	0.3715	0.313197	0.4264
chr15	100310000	100325670	Csrnp2	-0.757336	0.07035	0.0239966	0.9504	-0.165992	0.645	-0.875477	0.01755	-0.892557	0.05745
chr15	100333226	100382378	Tfcp2	-0.653099	0.07405	-0.337739	0.3498	-0.0286993	0.93115	0.0646726	0.837	0.128824	0.74665
chr15	100405748	100416796	Pou6f1	-0.222485	0.5633	-0.906269	0.0148	-1.30295	0.0009	-0.0365129	0.9128	0.577371	0.14315
chr15	100444570	100445541	C330013E15Rik	-0.304709	0.71715	0.191869	0.7801	-0.520863	0.47945	1.02275	0.12575	0.880423	0.21555
chr15	100446092	100451192	Dazap2	0.321524	0.31205	0.0757236	0.81225	0.0439427	0.888	0.336463	0.25645	0.249751	0.47115
chr15	100451770	100467296	Smagp	0.603899	0.31785	-0.317862	0.60015	-0.705827	0.25065	0.0593829	0.9198	0.373941	0.57515
chr15	100471512	100499931	Bin2	-0.184692	0.7828	-0.990625	0.20725	-0.428633	0.51205	-0.0469283	0.94235	0.979094	0.1659
chr15	100504852	100518351	Cela1	0.0736974	0.89695	-0.506347	0.43325	-1.19704	0.0329	0.670336	0.19295	0.240864	0.6839
chr15	100520345	100559807	Galnt6	-0.127155	0.8367	-0.264401	0.6654	-0.824531	0.17985	-0.539096	0.3249	-0.212499	0.7224
chr15	100560935	100563168	I730030J21Rik	-0.297584	1	0.227106	1	-0.557229	1	-0.587154	1	-1.8742	1
chr15	100592177	100654402	Slc4a8	-0.0451578	1	-0.475436	1	-0.498696	1	-0.344197	0.43865	-0.461544	0.40765
chr15	100701113	100876360	Scn8a	-0.47764	1	0.210157	1	-0.0290366	1	-0.885006	1	-0.73762	1
chr15	100880622	100884830	Fignl2	0.48199	0.33015	0.103216	0.81905	-0.691378	0.1733	-0.0455486	0.9085	-0.246698	0.6331
chr15	100946185	100950455	Ankrd33	0	1	1.21451	1	0.7135	1	0	1	1.50126	1
chr15	100958967	100975767	Acvrl1	-0.165518	0.6725	-0.183912	0.624	-0.403754	0.25845	0.0487243	0.87785	0.887835	0.026
chr15	101004555	101043032	Acvr1b	0.408279	0.26885	0.21251	0.53585	0.0478719	0.88565	0.255172	0.4246	-0.16976	0.67935
chr15	101051621	101063187	A330009N23Rik	0.318601	0.84095	-0.116586	0.94265	-0.902546	0.6398	0.566885	0.66435	0.234836	0.8863
chr15	101051621	101063187	AU021063	0.0773448	0.96365	-0.421578	0.84115	-0.76911	0.7397	0.853389	0.69865	0.119023	0.94765
chr15	101051621	101063187	Grasp	0.156882	0.7471	0.276442	0.5806	-0.145903	0.7452	0.361595	0.4064	0.118956	0.80665
chr15	101097276	101105225	Nr4a1	2.34338	5.00E-05	-1.65158	0.0023	-3.28226	5.00E-05	-4.03139	5.00E-05	-3.74491	5.00E-05
chr15	101114731	101121365	9430023L20Rik	-0.296022	0.43355	-0.158361	0.65375	-0.225812	0.5393	0.182096	0.59685	0.239331	0.5495
chr15	101123642	101127857	6030408B16Rik	0.390276	1	-0.409755	1	-0.361081	1	1.08647	0.28885	-2.1113	1
chr15	101180001	101200556	Krt80	0.163938	0.7977	-0.0101445	0.98725	-0.498064	0.37125	0.148743	0.7778	-0.251851	0.69275
chr15	101180001	101200556	Mir1941	0	1	0	1	0	1	0	1	0	1
chr15	101242833	101258237	Krt7	1.41759	0.04915	0.578682	0.41035	0.233198	0.73935	1.04371	0.0874	0.198564	0.78875
chr15	101261920	101269235	Krt83	1.25583	1	1.84573	1	0.728203	1	1.37221	1	1.08736	1
chr15	101278175	101284340	1700011A15Rik	0	1	0	1	-1.11536	1	0	1	-0.848249	1
chr15	101289491	101294196	Krt81	0	1	-1.79209	1	0	1	2.0332	1	-0.590521	1
chr15	101303908	101310414	Krt86	0	1	0	1	0	1	0	1	0	1
chr15	101315560	101321943	5430421N21Rik	-0.553956	1	1.53637	1	-0.532412	1	1.27562	1	0.7379	1
chr15	101334246	101336744	Gm6042	0	1	0	1	0	1	0	1	0	1
chr15	101346118	101524736	4732456N10Rik	0	1	1.67876	1	0.560396	1	-2.25395	1	1.84732	1
chr15	101346118	101524736	Gm5414	0	1	0	1	0	1	0	1	0	1
chr15	101346118	101524736	Gm5476	0	1	0	1	0	1	0	1	0	1
chr15	101346118	101524736	Gm5477	0	1	0	1	0	1	0	1	0	1
chr15	101346118	101524736	Gm5478	0	1	0	1	0	1	0	1	0	1
chr15	101346118	101524736	Krt6a,Krt82,Krt85	1.50523	1	-0.563824	1	0.812789	1	0.738085	1	1.23266	1
chr15	101346118	101524736	Krt6b	0.521406	1	0	1	0	1	0	1	-0.877617	1
chr15	101346118	101524736	Krt75	-0.0694724	1	0.967838	0.1677	1.08521	0.11265	-0.253787	0.69745	1.35628	0.0414
chr15	101346118	101524736	Krt84	-0.0420065	1	1.25373	0.4192	0.387549	1	-0.27063	1	-0.137448	1
chr15	101537500	101543322	Krt5	0.0458431	1	-2.62222	1	-0.964586	1	0.217856	1	0.834098	1
chr15	101564379	101573528	Krt71	0	1	0	1	0	1	0	1	0	1
chr15	101584689	101593935	Krt74	0	1	0	1	0	1	0	1	0	1
chr15	101606990	101616889	Krt72	0	1	-1.60075	1	-1.52025	1	0	1	-0.46033	1
chr15	101623738	101632763	Krt73	0	1	0	1	0	1	0	1	0	1
chr15	101641119	101648600	Krt2	1.56934	1	1.03056	1	-0.2865	1	0	1	0	1
chr15	101675856	101681217	Krt1	1.55568	1	1.19757	1	1.8636	1	0	1	2.44431	1
chr15	101690286	101700049	Krt77	0	1	0	1	0	1	0	1	0	1
chr15	101714781	101723351	Krt76	0	1	0	1	1.16836	1	1.17556	1	0	1
chr15	101748965	101755166	Krt4	0	1	-1.60389	1	0	1	-0.466842	1	-1.68065	1
chr15	101759762	101770755	Krt79	0	1	-1.8052	1	-0.865466	1	-0.633945	1	-2.14812	1
chr15	101776434	101784718	Krt78	-1.63262	1	0.258305	1	0	1	1.18775	1	0.488019	1
chr15	101827141	101834773	Krt8	-0.205293	1	1.51773	1	1.0826	1	1.55412	1	0.917636	1
chr15	101858646	101862457	Krt18	0.043119	1	1.02044	1	-0.0561543	1	-1.11205	1	0.22173	1
chr15	101904203	101927604	Eif4b	-0.20067	0.55355	-0.522975	0.12385	-0.406095	0.20245	0.00543493	0.9852	0.517733	0.17455
chr15	101933418	101946832	Tenc1	-0.528094	0.09555	-0.222264	0.47815	-0.395524	0.19515	0.554602	0.0588	0.664946	0.06115
chr15	101946958	101966646	Spryd3	-0.0731687	0.82145	0.0380868	0.90415	0.250342	0.4125	0.103377	0.71965	-0.076722	0.8253
chr15	101974616	101979943	Igfbp6	-0.0301109	0.93225	0.209147	0.53355	-0.0313087	0.93175	0.679373	0.04505	0.85246	0.0389
chr15	101981005	101993867	Soat2	0.306019	0.6506	0.0407044	0.952	0.00808997	0.99025	0.0585113	0.9237	-0.292971	0.6512
chr15	102007428	102019474	Csad	-0.545959	0.12315	-0.529337	0.1152	-0.421818	0.1932	-0.137359	0.66115	0.275617	0.4684
chr15	102038697	102046032	Zfp740	-0.324185	0.3193	-0.372063	0.22855	-0.243337	0.4306	-0.0233942	0.93985	-0.0348821	0.9203
chr15	102046425	102062366	Itgb7	0.0668248	0.91335	-0.136654	0.81405	-0.350439	0.5712	-0.215108	0.69705	-0.370594	0.544
chr15	102065370	102087914	Rarg	0.0477937	0.8862	-0.0417055	0.89735	-0.155395	0.6194	0.393174	0.2021	0.47233	0.2064
chr15	102109886	102112175	Mfsd5	0.124924	0.7004	0.168219	0.59425	-0.0392817	0.904	0.338512	0.2669	0.294263	0.40145
chr15	102126723	102154787	Espl1	0.0669664	0.85695	0.228423	0.5484	-0.0627851	0.8565	-0.0952053	0.78305	-0.936751	0.02445
chr15	102156546	102161920	Pfdn5	0.127774	0.68815	0.473007	0.14395	-0.00298597	0.9922	0.339634	0.24695	0.656724	0.0644
chr15	102162139	102168569	Myg1	0.28901	0.3805	0.0430777	0.8962	0.181578	0.5727	0.487688	0.1005	0.766957	0.0366
chr15	102168677	102181190	Aaas	0.077978	0.8082	-0.00703213	0.9828	0.146279	0.6571	0.108679	0.73225	-0.10491	0.7802
chr15	102187607	102196702	Sp7	-1.46251	0.01065	0.492039	0.22695	-0.124486	0.77645	-0.26135	0.51875	-1.14905	0.018
chr15	102236746	102266835	Sp1	-0.0971672	0.76855	0.254563	0.41815	-0.141629	0.65545	-0.348724	0.2356	-0.0536405	0.8772
chr15	102275797	102285070	Amhr2	0.0834901	1	-0.260372	1	-0.472672	1	0.169656	1	0.686143	1
chr15	102289600	102293237	Prr13	0.207305	0.53305	0.216154	0.496	0.167692	0.59505	0.373933	0.2074	0.591203	0.09295
chr15	102301062	102347435	Map3k12	0.486417	0.66145	0.48651	0.619	0.547394	0.57455	-0.158141	0.8791	-0.235162	0.87065
chr15	102301062	102347435	Pcbp2	0.235209	0.5928	0.19083	0.64505	0.134656	0.74865	0.160598	0.66805	0.173286	0.6983
chr15	102348622	102354107	Tarbp2	0.118891	0.7536	0.223875	0.53815	0.138203	0.6967	0.0400127	0.904	0.224528	0.5858
chr15	102354269	102355373	Npff	0.758958	0.31205	0.505959	0.45385	0.588126	0.3879	0.295435	0.63215	0.730923	0.28065
chr15	102367074	102455852	Atf7	-0.333404	0.4556	-0.0016471	0.99695	-0.279118	0.50445	0.105946	0.787	0.247569	0.58515
chr15	102493298	102501478	Atp5g2	0.17369	0.60385	-0.0347999	0.912	-0.125539	0.6947	0.476115	0.1156	0.232816	0.51915
chr15	102502222	102502297	Mir688	0	1	0	1	0	1	0	1	0	1
chr15	102537207	102552609	Calcoco1	-0.412997	0.24495	-1.12467	0.00085	-0.938081	0.00415	-0.0711146	0.81115	0.535057	0.15945
chr15	102751561	102759245	Hoxc13	-0.851298	0.10165	0.9608	0.0385	0.39487	0.3974	-1.0365	0.03535	-1.01167	0.07095
chr15	102767283	102768948	Hoxc12	0.173722	1	0.228893	1	-0.530646	1	-1.18145	1	0.204415	1
chr15	102774492	102778377	Hotair	0.0840349	1	0.261853	1	-0.0201821	1	0.118512	1	-0.306149	1
